found_date,serial,mark,applicant,applicant_country,route,international_registration,office_action,office_action_date,filing_date,tsdr_status
2026-08-28,97159209,AVICHE,"AVICHE SHANDONG MEDICAL TECHNOLOGY CO.,LTD",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-27,2021-12-07,https://tsdr.uspto.gov/#caseNumber=97159209&caseType=SERIAL_NO&searchType=statusSearch
2026-08-28,97159202,POSERION,BEIJING YIWEISEN TECH LTD.,CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-27,2021-12-07,https://tsdr.uspto.gov/#caseNumber=97159202&caseType=SERIAL_NO&searchType=statusSearch
2026-08-28,97159110,EXC,"SHENZHEN EXC-LED TECHNOLOGY CO., LTD",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-27,2021-12-07,https://tsdr.uspto.gov/#caseNumber=97159110&caseType=SERIAL_NO&searchType=statusSearch
2026-08-28,97158998,COREWILL,"Shenzhen Yinhuaruisheng Technology Co ., Ltd",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-27,2021-12-06,https://tsdr.uspto.gov/#caseNumber=97158998&caseType=SERIAL_NO&searchType=statusSearch
2026-08-28,97158902,ZXCVB,"Putian Changge Trading Co. , Ltd.",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-27,2021-12-06,https://tsdr.uspto.gov/#caseNumber=97158902&caseType=SERIAL_NO&searchType=statusSearch
2026-08-28,97154280,ANACE,"Guangzhou Haoyi Trading Co., Ltd.",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-27,2021-12-03,https://tsdr.uspto.gov/#caseNumber=97154280&caseType=SERIAL_NO&searchType=statusSearch
2026-08-28,97154082,ERIZAKZ,"Shenzhen Hengfan Technology Co., Ltd.",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-27,2021-12-02,https://tsdr.uspto.gov/#caseNumber=97154082&caseType=SERIAL_NO&searchType=statusSearch
2026-08-28,97152230,GRISWOLD,"Fujian Fugu Industry and Trade Co., Ltd.",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-27,2021-12-02,https://tsdr.uspto.gov/#caseNumber=97152230&caseType=SERIAL_NO&searchType=statusSearch
2026-08-28,97150068,S,"YI ZHAO ( SHENZHEN ) CO., LIMITED",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-27,2021-12-01,https://tsdr.uspto.gov/#caseNumber=97150068&caseType=SERIAL_NO&searchType=statusSearch
2026-08-28,97147711,MENTAKI,"Ningbo Zhongxiang E-Commerce Co., Ltd.",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-27,2021-11-30,https://tsdr.uspto.gov/#caseNumber=97147711&caseType=SERIAL_NO&searchType=statusSearch
2026-08-28,97145542,XHDATA,"Dongguan Xinhuaide Electronic Commerce Co., Ltd.",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-27,2021-11-29,https://tsdr.uspto.gov/#caseNumber=97145542&caseType=SERIAL_NO&searchType=statusSearch
2026-08-28,97145424,WANABABI,"Shenzhen United Uchuang Technology co.,ltd",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-27,2021-11-28,https://tsdr.uspto.gov/#caseNumber=97145424&caseType=SERIAL_NO&searchType=statusSearch
2026-08-28,97143441,AUTHENTIC MOVIE THROWBACKS,"Fujian Kubo Industry & Trade Co. , Ltd.",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-27,2021-11-25,https://tsdr.uspto.gov/#caseNumber=97143441&caseType=SERIAL_NO&searchType=statusSearch
2026-08-28,97080736,GTBEANS,"Shenzhen Small Soybean Technology Co., Ltd.",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-27,2021-10-19,https://tsdr.uspto.gov/#caseNumber=97080736&caseType=SERIAL_NO&searchType=statusSearch
2026-08-28,97078271,DONGMEI,"Dalian Meidong Department Store Trading Co., Ltd.",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-27,2021-10-17,https://tsdr.uspto.gov/#caseNumber=97078271&caseType=SERIAL_NO&searchType=statusSearch
2026-08-28,97078268,PARTYQUEEN,"Yiwu YuMeng Daily Consumables Co., Ltd.",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-27,2021-10-17,https://tsdr.uspto.gov/#caseNumber=97078268&caseType=SERIAL_NO&searchType=statusSearch
2026-08-28,97069446,KOFGN,"Shanghai Yikuan Industrial Co., Ltd.",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-27,2021-10-12,https://tsdr.uspto.gov/#caseNumber=97069446&caseType=SERIAL_NO&searchType=statusSearch
2026-08-28,97067267,EPOWP,"Shenzhen COXBright Optoelectronic Co., Ltd",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-27,2021-10-10,https://tsdr.uspto.gov/#caseNumber=97067267&caseType=SERIAL_NO&searchType=statusSearch
2026-08-28,97065212,ELBL,"Ningbo HOZ Trading Co., Ltd",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-27,2021-10-08,https://tsdr.uspto.gov/#caseNumber=97065212&caseType=SERIAL_NO&searchType=statusSearch
2026-08-28,97061108,GREEN DUWAMISH,"Zhang, Qian",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-27,2021-10-05,https://tsdr.uspto.gov/#caseNumber=97061108&caseType=SERIAL_NO&searchType=statusSearch
2026-08-28,97055301,NIHAU,"Guangzhou Gangyi Trading Co., Ltd.",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-27,2021-09-30,https://tsdr.uspto.gov/#caseNumber=97055301&caseType=SERIAL_NO&searchType=statusSearch
2026-08-28,97055275,IPRETTI,"Shenzhen Lebino Industrial Co., Ltd.",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-27,2021-09-30,https://tsdr.uspto.gov/#caseNumber=97055275&caseType=SERIAL_NO&searchType=statusSearch
2026-08-28,97055265,GUSHI,"Huzhou Gu's Imp. & Exp. Co., Ltd.",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-27,2021-09-30,https://tsdr.uspto.gov/#caseNumber=97055265&caseType=SERIAL_NO&searchType=statusSearch
2026-08-28,97053658,BEITE,Luo Zhengqiu,CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-27,2021-09-30,https://tsdr.uspto.gov/#caseNumber=97053658&caseType=SERIAL_NO&searchType=statusSearch
2026-08-28,97053406,MOMUK,"Jingzhou Yunye Clothing Co., Ltd",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-27,2021-09-30,https://tsdr.uspto.gov/#caseNumber=97053406&caseType=SERIAL_NO&searchType=statusSearch
2026-08-28,97053288,ROYNA,"HUIZHOU ROYPOW TECHNOLOGY CO., LTD",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-27,2021-09-30,https://tsdr.uspto.gov/#caseNumber=97053288&caseType=SERIAL_NO&searchType=statusSearch
2026-08-28,97053131,LINCOLN ARMASOL,"Hangzhou Rain Interest Trade Co.,Ltd.",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-27,2021-09-30,https://tsdr.uspto.gov/#caseNumber=97053131&caseType=SERIAL_NO&searchType=statusSearch
2026-08-28,97052901,YIN RU PACKAGING,Huang Yanfeng,CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-27,2021-09-29,https://tsdr.uspto.gov/#caseNumber=97052901&caseType=SERIAL_NO&searchType=statusSearch
2026-08-28,97052892,VSCATIE,"Taizhou Huangyan Mengsheng Technology Co.,Ltd",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-27,2021-09-29,https://tsdr.uspto.gov/#caseNumber=97052892&caseType=SERIAL_NO&searchType=statusSearch
2026-08-28,97050867,TALKFUN,"Shenzhen Yeyin Technology Co., Ltd.",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-27,2021-09-29,https://tsdr.uspto.gov/#caseNumber=97050867&caseType=SERIAL_NO&searchType=statusSearch
2026-08-28,97050540,THADDAEUS,"Jumiao (Yiwu) Technology Co., Ltd.",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-27,2021-09-28,https://tsdr.uspto.gov/#caseNumber=97050540&caseType=SERIAL_NO&searchType=statusSearch
2026-08-28,97048692,HNYIODA,Shangqiu Shuda Trading Company,CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-27,2021-09-28,https://tsdr.uspto.gov/#caseNumber=97048692&caseType=SERIAL_NO&searchType=statusSearch
2026-08-28,97048475,HPNESS,"Qingdao Happiness Imp & Exp Co., Ltd.",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-27,2021-09-28,https://tsdr.uspto.gov/#caseNumber=97048475&caseType=SERIAL_NO&searchType=statusSearch
2026-08-28,97046597,URGARDEN,"Zhongshan Shicheju Technology Co., Ltd.",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-27,2021-09-27,https://tsdr.uspto.gov/#caseNumber=97046597&caseType=SERIAL_NO&searchType=statusSearch
2026-08-28,97046586,BERGBELA,"Ningbo Beibeile Baby Products Co., Ltd.",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-27,2021-09-27,https://tsdr.uspto.gov/#caseNumber=97046586&caseType=SERIAL_NO&searchType=statusSearch
2026-08-28,97046408,SEEKELEGANT,"Fuzhou Fumeida Network Technology Co., Ltd.",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-27,2021-09-27,https://tsdr.uspto.gov/#caseNumber=97046408&caseType=SERIAL_NO&searchType=statusSearch
2026-08-28,97046370,GHTPGT,"Putian Guangju Trading Co., LTD.",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-27,2021-09-27,https://tsdr.uspto.gov/#caseNumber=97046370&caseType=SERIAL_NO&searchType=statusSearch
2026-08-28,97046368,VBGHN,Fujian Putian Gaoyue Trading Co. LTD.,CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-27,2021-09-27,https://tsdr.uspto.gov/#caseNumber=97046368&caseType=SERIAL_NO&searchType=statusSearch
2026-08-28,97043077,MISTYEFLY,"Shenzhen Yuanlai Trading Co., Ltd.",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-27,2021-09-24,https://tsdr.uspto.gov/#caseNumber=97043077&caseType=SERIAL_NO&searchType=statusSearch
2026-08-28,97040935,VIBRANTFOLD,VIBRANT PHARMA LIMITED,CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-27,2021-09-23,https://tsdr.uspto.gov/#caseNumber=97040935&caseType=SERIAL_NO&searchType=statusSearch
2026-08-28,97040934,VIBRANTFOLD,VIBRANT PHARMA LIMITED,CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-27,2021-09-23,https://tsdr.uspto.gov/#caseNumber=97040934&caseType=SERIAL_NO&searchType=statusSearch
2026-08-28,97040887,DIRECTUNIT,"NINGBO YINZHOU COMPASS IMPORT & EXPORT CO.,LTD.",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-27,2021-09-23,https://tsdr.uspto.gov/#caseNumber=97040887&caseType=SERIAL_NO&searchType=statusSearch
2026-08-28,97040813,ELESWAN,"NINGBO YINZHOU COMPASS IMPORT & EXPORT CO.,LTD.",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-27,2021-09-22,https://tsdr.uspto.gov/#caseNumber=97040813&caseType=SERIAL_NO&searchType=statusSearch
2026-08-28,97034090,ZHENCAI,Guangzhou Zhen Cai Gem & Jewelry Limited,CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-27,2021-09-17,https://tsdr.uspto.gov/#caseNumber=97034090&caseType=SERIAL_NO&searchType=statusSearch
2026-08-28,97032174,SINKGO HOME,"Guangzhou Runze Tongda commercial trade Co., Ltd",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-27,2021-09-17,https://tsdr.uspto.gov/#caseNumber=97032174&caseType=SERIAL_NO&searchType=statusSearch
2026-08-28,97032167,HATPROFESSOR,Qingdao Dongyue Arts&Crafts Co?LTD,CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-27,2021-09-17,https://tsdr.uspto.gov/#caseNumber=97032167&caseType=SERIAL_NO&searchType=statusSearch
2026-08-28,97032164,YEELEWO,"Shenzhen Jibeibei Trading Co., Ltd.",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-27,2021-09-17,https://tsdr.uspto.gov/#caseNumber=97032164&caseType=SERIAL_NO&searchType=statusSearch
2026-08-28,97030198,SUGARMELON,"Xiamen Baily Garment & Accessories Co.,LTD.",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-27,2021-09-16,https://tsdr.uspto.gov/#caseNumber=97030198&caseType=SERIAL_NO&searchType=statusSearch
2026-08-28,97030196,SUGARMELON,"Xiamen Baily Garment & Accessories Co.,LTD.",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-27,2021-09-16,https://tsdr.uspto.gov/#caseNumber=97030196&caseType=SERIAL_NO&searchType=statusSearch
2026-08-28,97028014,LUSHINE,Lu Weijuan,CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-27,2021-09-15,https://tsdr.uspto.gov/#caseNumber=97028014&caseType=SERIAL_NO&searchType=statusSearch
2026-08-28,97028011,TEKPRO,Lu Weijuan,CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-27,2021-09-15,https://tsdr.uspto.gov/#caseNumber=97028011&caseType=SERIAL_NO&searchType=statusSearch
2026-08-28,97027953,LAVFILL,"WENZHOU YUDONG ELECTRICAL APPLIANCE & SANITARY WARE CO., LTD.",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-27,2021-09-15,https://tsdr.uspto.gov/#caseNumber=97027953&caseType=SERIAL_NO&searchType=statusSearch
2026-08-28,97019033,YIKSUNLWJ,Deng Jiahao,CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-27,2021-09-09,https://tsdr.uspto.gov/#caseNumber=97019033&caseType=SERIAL_NO&searchType=statusSearch
2026-08-28,97019025,GMORKHAI,Deng Jiahao,CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-27,2021-09-09,https://tsdr.uspto.gov/#caseNumber=97019025&caseType=SERIAL_NO&searchType=statusSearch
2026-08-28,97019017,DECHOBOVIN,Deng Jiahao,CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-27,2021-09-09,https://tsdr.uspto.gov/#caseNumber=97019017&caseType=SERIAL_NO&searchType=statusSearch
2026-08-28,97018375,ANC PLUS,"YANCHENG BREDA SPORTS CO., LTD.",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-27,2021-09-09,https://tsdr.uspto.gov/#caseNumber=97018375&caseType=SERIAL_NO&searchType=statusSearch
2026-08-28,97018205,GIFTTROVE,"Fuzhou Fumeida Network Technology Co., Ltd.",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-27,2021-09-08,https://tsdr.uspto.gov/#caseNumber=97018205&caseType=SERIAL_NO&searchType=statusSearch
2026-08-28,97016238,GIANT CAMEL,"Guangzhou Juliang Camel E-commerce Trade Co., Ltd",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-27,2021-09-08,https://tsdr.uspto.gov/#caseNumber=97016238&caseType=SERIAL_NO&searchType=statusSearch
2026-08-28,97014717,CRYSFLOA,"Li Neng (Foshan) Plastic Products Co., Ltd.",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-27,2021-09-07,https://tsdr.uspto.gov/#caseNumber=97014717&caseType=SERIAL_NO&searchType=statusSearch
2026-08-28,97014702,CRYSFLOA,"Li Neng (Foshan) Plastic Products Co., Ltd.",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-27,2021-09-07,https://tsdr.uspto.gov/#caseNumber=97014702&caseType=SERIAL_NO&searchType=statusSearch
2026-08-28,97014686,CRYSFLOA,"Li Neng (Foshan) Plastic Products Co., Ltd.",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-27,2021-09-07,https://tsdr.uspto.gov/#caseNumber=97014686&caseType=SERIAL_NO&searchType=statusSearch
2026-08-28,97014678,CRYSFLOA,"Li Neng (Foshan) Plastic Products Co., Ltd.",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-27,2021-09-07,https://tsdr.uspto.gov/#caseNumber=97014678&caseType=SERIAL_NO&searchType=statusSearch
2026-08-28,97014668,ALKWENER,shen zhen hu li xian sheng ke ji you xian gong si,CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-27,2021-09-07,https://tsdr.uspto.gov/#caseNumber=97014668&caseType=SERIAL_NO&searchType=statusSearch
2026-08-28,97013203,CURVY MOON,"Shenzhen shaoke Technology Co., Ltd.",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-27,2021-09-06,https://tsdr.uspto.gov/#caseNumber=97013203&caseType=SERIAL_NO&searchType=statusSearch
2026-08-28,97005297,,"Hangzhou Guangli Technology Co., Ltd.",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-27,2021-08-31,https://tsdr.uspto.gov/#caseNumber=97005297&caseType=SERIAL_NO&searchType=statusSearch
2026-08-28,90824053,JAYCLAW,"Wuhan Bidsprime info tech Co.,Ltd",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-27,2021-07-12,https://tsdr.uspto.gov/#caseNumber=90824053&caseType=SERIAL_NO&searchType=statusSearch
2026-08-28,90824048,JAYCLAW,"Wuhan Bidsprime info tech Co.,Ltd",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-27,2021-07-12,https://tsdr.uspto.gov/#caseNumber=90824048&caseType=SERIAL_NO&searchType=statusSearch
2026-08-28,90824042,EFFTO,"Dongguan Charles Electrical Technology Co., Ltd.",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-27,2021-07-12,https://tsdr.uspto.gov/#caseNumber=90824042&caseType=SERIAL_NO&searchType=statusSearch
2026-08-28,90824035,CUTTYLIGHT,"Shenzhen Cuttylight Technology Co., Ltd.",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-27,2021-07-12,https://tsdr.uspto.gov/#caseNumber=90824035&caseType=SERIAL_NO&searchType=statusSearch
2026-08-28,90824028,AORTA AUTO WORKS,"Hangzhou Jinlin Trading Co., Ltd.",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-27,2021-07-12,https://tsdr.uspto.gov/#caseNumber=90824028&caseType=SERIAL_NO&searchType=statusSearch
2026-08-28,90818738,SECRET AROMA,Xu Haisheng,CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-27,2021-07-08,https://tsdr.uspto.gov/#caseNumber=90818738&caseType=SERIAL_NO&searchType=statusSearch
2026-08-28,90818730,ROPEXC,"ZHEJIANG FOUR BROTHERS ROPE CO., LTD.",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-27,2021-07-08,https://tsdr.uspto.gov/#caseNumber=90818730&caseType=SERIAL_NO&searchType=statusSearch
2026-08-28,90818721,ROPEXC,"ZHEJIANG FOUR BROTHERS ROPE CO., LTD.",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-27,2021-07-08,https://tsdr.uspto.gov/#caseNumber=90818721&caseType=SERIAL_NO&searchType=statusSearch
2026-08-28,90818713,AIRUXUAN,"Dongguan Ruxuan Electronic Technology Co., Ltd.",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-27,2021-07-08,https://tsdr.uspto.gov/#caseNumber=90818713&caseType=SERIAL_NO&searchType=statusSearch
2026-08-28,90818707,ROPEXC,"ZHEJIANG FOUR BROTHERS ROPE CO., LTD.",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-27,2021-07-08,https://tsdr.uspto.gov/#caseNumber=90818707&caseType=SERIAL_NO&searchType=statusSearch
2026-08-28,90814131,FELICITY BIRD,Qi Yan,CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-27,2021-07-06,https://tsdr.uspto.gov/#caseNumber=90814131&caseType=SERIAL_NO&searchType=statusSearch
2026-08-28,90814129,YISHUJIA,Yishujia Crafts Ltd.,CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-27,2021-07-06,https://tsdr.uspto.gov/#caseNumber=90814129&caseType=SERIAL_NO&searchType=statusSearch
2026-08-28,90814123,TOYOFORTUNE,"Shenzhen Miaofu E-Commerce Co., Ltd.",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-27,2021-07-06,https://tsdr.uspto.gov/#caseNumber=90814123&caseType=SERIAL_NO&searchType=statusSearch
2026-08-28,90814116,PRIMAISON,"Ningbo Homeway International Trading Co., Ltd.",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-27,2021-07-06,https://tsdr.uspto.gov/#caseNumber=90814116&caseType=SERIAL_NO&searchType=statusSearch
2026-08-28,90814112,PAPERSMOOTH,Li Ziqiang,CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-27,2021-07-06,https://tsdr.uspto.gov/#caseNumber=90814112&caseType=SERIAL_NO&searchType=statusSearch
2026-08-28,90814101,LMLEAF,"Shenzhen Tubu tech Co.,LTD",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-27,2021-07-06,https://tsdr.uspto.gov/#caseNumber=90814101&caseType=SERIAL_NO&searchType=statusSearch
2026-08-28,90808331,U-SILVER,"Shaoxing Union Wealth Textile Technology Co.,Ltd.",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-27,2021-07-02,https://tsdr.uspto.gov/#caseNumber=90808331&caseType=SERIAL_NO&searchType=statusSearch
2026-08-28,90808324,H LOVESTIA,Aooii international Corp,CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-27,2021-07-02,https://tsdr.uspto.gov/#caseNumber=90808324&caseType=SERIAL_NO&searchType=statusSearch
2026-08-28,90808314,H LOVESTIA,Aooii international Corp,CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-27,2021-07-02,https://tsdr.uspto.gov/#caseNumber=90808314&caseType=SERIAL_NO&searchType=statusSearch
2026-08-28,90808311,H LOVESTIA,Aooii international Corp,CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-27,2021-07-02,https://tsdr.uspto.gov/#caseNumber=90808311&caseType=SERIAL_NO&searchType=statusSearch
2026-08-28,90808304,F FUGONG HOMEACC,"Guangxi Fugong Electronic Commerce Co., Ltd.",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-27,2021-07-02,https://tsdr.uspto.gov/#caseNumber=90808304&caseType=SERIAL_NO&searchType=statusSearch
2026-08-28,90803210,TD,"Taizhou Tingdi Arts & Crafts Co.,Ltd",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-27,2021-06-30,https://tsdr.uspto.gov/#caseNumber=90803210&caseType=SERIAL_NO&searchType=statusSearch
2026-08-28,90800689,TONGFUSHE,"Xiamen Jinshazhijia Inflatable Model Co., Ltd.",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-27,2021-06-29,https://tsdr.uspto.gov/#caseNumber=90800689&caseType=SERIAL_NO&searchType=statusSearch
2026-08-28,90800679,MERRY MERCHAT,"Ningbo XiaoWanYi Trading Co., Ltd.",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-27,2021-06-29,https://tsdr.uspto.gov/#caseNumber=90800679&caseType=SERIAL_NO&searchType=statusSearch
2026-08-28,90800677,HUENSION,HUSDOW INTERNATIONAL LIMITED,CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-27,2021-06-29,https://tsdr.uspto.gov/#caseNumber=90800677&caseType=SERIAL_NO&searchType=statusSearch
2026-08-28,90443010,KOOBEN,Sun Qing,CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-27,2020-12-31,https://tsdr.uspto.gov/#caseNumber=90443010&caseType=SERIAL_NO&searchType=statusSearch
2026-08-28,90442886,MYII,Sun Qing,CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-27,2020-12-31,https://tsdr.uspto.gov/#caseNumber=90442886&caseType=SERIAL_NO&searchType=statusSearch
2026-08-28,90442814,YABE,Sun Qing,CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-27,2020-12-31,https://tsdr.uspto.gov/#caseNumber=90442814&caseType=SERIAL_NO&searchType=statusSearch
2026-08-28,90442738,MYES,Sun Qing,CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-27,2020-12-31,https://tsdr.uspto.gov/#caseNumber=90442738&caseType=SERIAL_NO&searchType=statusSearch
2026-08-28,90442666,MOJE,Sun Qing,CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-27,2020-12-31,https://tsdr.uspto.gov/#caseNumber=90442666&caseType=SERIAL_NO&searchType=statusSearch
2026-08-28,90441883,TUFF SKI,"Sanming Feiyu Network Technology Co., Ltd.",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-27,2020-12-31,https://tsdr.uspto.gov/#caseNumber=90441883&caseType=SERIAL_NO&searchType=statusSearch
2026-08-28,90441817,YKW,Wu Yanqi,CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-27,2020-12-31,https://tsdr.uspto.gov/#caseNumber=90441817&caseType=SERIAL_NO&searchType=statusSearch
2026-08-28,90441569,VIRNATO,"Guangzhou Weinateng Electronic Commerce Co., Ltd.",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-27,2020-12-31,https://tsdr.uspto.gov/#caseNumber=90441569&caseType=SERIAL_NO&searchType=statusSearch
2026-08-28,90441542,PICKWILL,"Shenzhen An Bu Lei La Electronic Co., Ltd",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-27,2020-12-31,https://tsdr.uspto.gov/#caseNumber=90441542&caseType=SERIAL_NO&searchType=statusSearch
2026-08-28,79451186,,"Zemu Huanyu (Zhejiang) Biotechnology Co., Ltd.",CN,Madrid (66(a) designation),,NON-FINAL ACTION MAILED - REFUSAL SENT TO IB,2026-08-27,2026-02-28,https://tsdr.uspto.gov/#caseNumber=79451186&caseType=SERIAL_NO&searchType=statusSearch
2026-08-28,79450929,DURA-ORAL,"Suzhou MicroPort Regenerative Medicine Technology Co., Ltd.",CN,Madrid (66(a) designation),,NON-FINAL ACTION MAILED - REFUSAL SENT TO IB,2026-08-27,2026-03-06,https://tsdr.uspto.gov/#caseNumber=79450929&caseType=SERIAL_NO&searchType=statusSearch
2026-08-28,79450695,OYANG,"Zhejiang Ounuo Machinery Tech. Co., Ltd.",CN,Madrid (66(a) designation),,NON-FINAL ACTION MAILED - REFUSAL SENT TO IB,2026-08-27,2026-03-09,https://tsdr.uspto.gov/#caseNumber=79450695&caseType=SERIAL_NO&searchType=statusSearch
2026-08-28,79450673,SICHER,"Ningbo Mind Import&Export Co., Ltd.",CN,Madrid (66(a) designation),,NON-FINAL ACTION MAILED - REFUSAL SENT TO IB,2026-08-27,2026-03-05,https://tsdr.uspto.gov/#caseNumber=79450673&caseType=SERIAL_NO&searchType=statusSearch
2026-08-28,79447570,BAOTURE,"Chongqing Baotu Technology Development Co., Ltd.",CN,Madrid (66(a) designation),,NON-FINAL ACTION MAILED - REFUSAL SENT TO IB,2026-08-27,2026-03-07,https://tsdr.uspto.gov/#caseNumber=79447570&caseType=SERIAL_NO&searchType=statusSearch
2026-08-28,79447528,ENPOLCAT,"WuXi AppTec (Shanghai) Co., Ltd.",CN,Madrid (66(a) designation),,NON-FINAL ACTION MAILED - REFUSAL SENT TO IB,2026-08-27,2026-03-10,https://tsdr.uspto.gov/#caseNumber=79447528&caseType=SERIAL_NO&searchType=statusSearch
